SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_850_1,360825,4946100,179126,1589800,12581684,240700,7490361,120200,7461062,233700,13994,146100,
seq_850_2,360825,4428400,174927,901900,12598648,271400,7501337,141600,7471893,239800,13994,161300,
seq_850_3,360825,4456700,178048,974100,12615684,199100,7512005,116300,7481605,129300,13967,154900,
seq_850_4,360825,4939800,174969,1059500,12632678,286200,7522619,118900,7492795,139400,13975,155000,
seq_850_5,360825,4847000,180868,1190100,12649640,209700,7533078,114900,7502615,129500,13984,155000,
seq_850_6,360825,4339600,178284,1025100,12666630,235000,7543035,113400,7512297,129100,13970,154100,
seq_850_7,360825,4979200,176339,933900,12683586,245800,7552745,109700,7521955,127900,13975,158900,
seq_850_8,360825,4539700,187160,987000,12700530,198600,7563423,112200,7531707,132400,13932,158700,
seq_850_9,360825,4513800,175778,940800,12717494,206800,7573094,108800,7542515,137000,13975,157300,
seq_850_10,360825,4558500,196104,1032400,12734490,198000,7582566,110400,7552254,128000,13936,155800,
seq_850_11,360825,4384300,180645,953900,12751514,198600,7593279,118800,7561984,170700,13911,154600,
seq_850_12,360825,4322000,182023,1069700,12768418,306800,7603631,115100,7572058,134100,13948,155300,
seq_850_13,360825,4861000,182147,1009000,12785472,198300,7613540,144700,7582314,191900,13980,169000,
seq_850_14,360825,4456400,181446,1030200,12802478,246600,7624447,124000,7592113,195100,13940,229200,
seq_850_15,360825,4511600,184212,1061200,12819492,199300,7634257,112200,7602875,139200,13949,155600,
seq_850_16,360825,5690200,187067,987000,12836454,205300,7644839,115500,7613052,127800,13949,155700,
seq_850_17,360825,4271600,178998,1110500,12853410,207800,7655240,116300,7623643,188900,13944,251100,
seq_850_18,360825,4393000,175376,924600,12870354,201700,7665582,116600,7633392,128200,13942,155000,
seq_850_19,360825,5287200,180943,987800,12887364,208000,7675684,106500,7644067,128100,14002,203100,
seq_850_20,360825,4780400,174488,1895700,12904398,203000,7685652,155000,7655113,160500,13967,214500,
seq_850_21,360825,4586700,182287,1137500,12921354,203600,7695781,117000,7664502,265800,13961,290100,
seq_850_22,360825,4666100,180455,987300,12938294,198800,7707095,114800,7674401,130100,14012,230700,
seq_850_23,360825,5234500,185431,1014700,12955234,214000,7716926,119400,7684499,137700,13985,160500,
seq_850_24,360825,4885500,190333,1090500,12972152,247900,7728135,120300,7695319,135200,13959,156400,
seq_850_25,360825,4331400,186695,1654300,12989088,248300,7738655,120300,7705316,142200,13949,265900,
seq_850_26,360825,5009900,183698,1011300,13006096,217200,7749997,116900,7715350,135700,13990,155600,
seq_850_27,360825,4454000,178104,975600,13023058,330300,7760318,231800,7725781,284600,13993,358500,
seq_850_28,360825,4758600,182680,1044400,13040074,197800,7771444,114300,7735690,131400,14013,197200,
seq_850_29,360825,4636500,182064,959300,13057084,211100,7781282,110300,7745920,132600,13967,157500,
seq_850_30,360825,5308200,185101,1277100,13074080,324100,7791036,110000,7755677,131900,13950,155900,
seq_850_31,360825,4669700,175856,958400,13091028,211800,7801065,111700,7765753,136100,13934,165000,
seq_850_32,360825,4363600,181225,1121900,13108052,203300,7811115,116200,7775658,130200,13963,160000,
seq_850_33,360825,4703500,179733,1439700,13125062,208200,7821071,111700,7786781,140000,13932,157200,
seq_850_34,360825,4989300,173902,1002400,13142036,206000,7832074,122900,7796324,135800,13968,160200,
seq_850_35,360825,4607900,189169,1073300,13158950,220300,7842538,152100,7806724,152400,13949,156000,
seq_850_36,360825,4533300,185288,1224000,13175948,215900,7852363,136500,7816536,167700,13956,173400,
seq_850_37,360825,5092900,183407,1002600,13192966,199600,7862391,112000,7826769,169400,13981,155900,
seq_850_38,360825,4525600,176369,966200,13209914,206100,7872798,109300,7837195,138700,13987,156600,
seq_850_39,360825,4852500,177979,1188900,13226904,274400,7884116,119800,7847537,138700,13975,159500,
seq_850_40,360825,4225800,175858,966000,13243900,227300,7893990,163600,7857780,161200,14012,207100,
seq_850_41,360825,4346000,176213,968700,13260890,209700,7904015,113200,7868286,137600,13966,155600,
seq_850_42,360825,5481700,183363,1389100,13277866,197900,7913672,107200,7877932,128500,13928,154900,
seq_850_43,360825,4641000,189171,1015000,13294858,217300,7923198,312300,7888966,182800,13934,330700,
seq_850_44,360825,4352100,180642,1080700,13311850,238700,7933155,111500,7899228,132900,13995,157900,
seq_850_45,360825,4817300,186938,1027000,13328792,197800,7943546,110100,7909129,134800,13913,155100,
seq_850_46,360825,4619400,181297,1002600,13345742,185000,7953547,103600,7918975,122400,13932,146900,
seq_850_47,360825,7292700,178125,2255700,13362760,490900,7964161,184000,7928826,205000,13977,292900,
seq_850_48,360825,4693000,189817,1033500,13379762,212400,7974060,152100,7939564,147000,13969,165400,
seq_850_49,360825,5270300,181392,1066200,13396754,200200,7984310,116300,7949005,131400,13949,156000,
seq_850_50,360825,6410800,178131,1414700,13413772,225600,7994203,112500,7959855,158500,13977,178900,
seq_850_51,360825,4631400,181762,1052400,13430778,221900,8004677,119900,7971374,145900,13980,160700,
seq_850_52,360825,4618600,172772,1137600,13447776,219800,8015404,124000,7982153,155100,13955,216900,
seq_850_53,360825,7400300,185017,2191300,13464742,401900,8025416,173100,7992945,347600,14023,372900,
seq_850_54,360825,17721200,173881,1610500,13481698,303500,8035462,190300,8003056,199800,14008,229000,
seq_850_55,360825,8821200,178118,1542600,13498684,229500,8045527,117800,8013437,145600,14012,234200,
seq_850_56,360825,7632800,177296,1274900,13515654,378900,8055768,164800,8023807,163700,13956,210300,
seq_850_57,360825,4952500,183578,1320300,13532678,221100,8065921,164200,8034277,195900,13925,244800,
seq_850_58,360825,4518500,181616,1105800,13549608,255100,8076777,151400,8044702,155200,13972,165100,
seq_850_59,360825,4650200,187983,1081600,13566576,203000,8086925,117300,8055241,160600,13972,189000,
seq_850_60,360825,7123900,181868,2085400,13583566,333900,8097166,191400,8064889,208200,13961,255400,
seq_850_61,360825,4641100,173412,1018500,13600530,389300,8107585,137000,8075514,137300,13945,161500,
seq_850_62,360825,4706200,179301,1027600,13617458,211400,8117634,119900,8085363,137700,13976,159800,
seq_850_63,360825,5088700,187105,1669200,13634454,323200,8127968,170600,8098362,285500,13967,226600,
seq_850_64,360825,7499100,184138,1019300,13651436,213400,8139721,120100,8108473,134800,13958,161100,
seq_850_65,360825,4596200,180842,1270300,13668438,356400,8149917,136000,8118843,150200,13950,155300,
seq_850_66,360825,6268600,184117,2020900,13685432,324000,8159878,177500,8128758,255700,13974,329200,
seq_850_67,360825,7490800,177477,1846100,13702366,463400,8169716,224400,8139208,263500,13991,249300,
seq_850_68,360825,4741600,180972,988900,13719386,202700,8179229,116200,8148816,138300,13902,160200,
seq_850_69,360825,4462200,183884,1134200,13736364,232300,8189152,118400,8158984,146300,13976,168600,
seq_850_70,360825,5832400,171653,2079100,13753396,342500,8199310,229000,8168963,218400,13998,280300,
seq_850_71,360825,4514500,187924,1436000,13770448,371500,8210166,124200,8178900,188200,14002,255500,
seq_850_72,360825,6966300,187415,1344500,13787454,234100,8219834,119600,8189361,148800,13896,166700,
seq_850_73,360825,5357500,179829,1186400,13804448,226300,8231112,297100,8199040,206600,13958,236800,
seq_850_74,360825,7482700,182547,1868500,13821466,228900,8241645,113800,8209628,157000,13969,161200,
seq_850_75,360825,4690400,177958,1003500,13838454,206200,8252646,122200,8220066,144600,13965,197700,
seq_850_76,360825,5339700,176562,1229000,13855394,206500,8263460,154400,8230620,142500,13941,165900,
seq_850_77,360825,6438200,186409,2224300,13872364,476800,8275266,164100,8240683,165500,13871,226000,
seq_850_78,360825,5662500,183221,1781300,13889304,322300,8285370,160100,8251218,203500,13931,225300,
seq_850_79,360825,4927600,173758,1319600,13906244,226300,8295674,121300,8263195,152600,13962,170100,
seq_850_80,360825,5043800,180702,1020600,13923234,210100,8306429,125600,8272959,139000,13956,164800,
seq_850_81,360825,4520900,184680,1459200,13940236,224600,8315853,113600,8282736,135500,13920,198000,
seq_850_82,360825,6839200,184236,1993800,13957224,314400,8328588,198100,8292331,250800,13968,196400,
seq_850_83,360825,5590500,172536,1660400,13974266,204800,8338625,116200,8302898,144700,13998,161600,
seq_850_84,360825,5029000,176091,1990000,13991262,371100,8349992,178300,8312674,213800,14003,259200,
seq_850_85,360825,6224400,187603,2150600,14008258,212800,8360063,125400,8322750,160600,13968,319600,
seq_850_86,360825,5142700,175676,1134000,14025250,570900,8370746,191800,8332416,205900,13965,241000,
seq_850_87,360825,5820300,183131,1089700,14042238,229100,8380337,114100,8342434,192400,13897,394200,
seq_850_88,360825,4288200,178611,941500,14059150,206000,8390998,117800,8352245,133900,13966,188500,
seq_850_89,360825,6888600,184517,2118300,14076050,337500,8401398,193500,8361972,217200,14006,261300,
seq_850_90,360825,6752000,173824,946200,14092976,206200,8411842,118200,8371448,136500,13921,159600,
seq_850_91,360825,5515000,171863,1173300,14109948,227300,8422695,122400,8380747,137900,13979,183100,
seq_850_92,360825,4601300,175525,1111500,14126968,206100,8432127,111800,8390250,136400,13993,160400,
seq_850_93,360825,4453500,174896,974500,14143906,208000,8442191,110000,8400179,133100,13963,156000,
seq_850_94,360825,5395000,174114,1068400,14160860,241900,8451514,124800,8409803,136200,13938,161000,
seq_850_95,360825,4797500,184253,1042100,14177812,210900,8462898,122000,8419115,134300,13952,224800,
seq_850_96,360825,4969200,179672,1183600,14194760,210900,8472839,115600,8428011,131600,13965,160200,
seq_850_97,360825,5299600,181766,1038600,14211742,272400,8482361,114900,8438175,137600,13981,160400,
seq_850_98,360825,7822900,179456,2036400,14228714,346900,8492094,287900,8448847,216300,13948,255500,
seq_850_99,360825,8277500,181261,1115800,14245668,216200,8501757,120300,8458387,189300,13970,160400,
seq_900_0,404550,5866300,213610,1908500,14263768,417400,8512697,224500,8471332,287800,14897,308200,
seq_900_1,404550,9067200,209725,1989200,14281840,235600,8524278,125500,8481896,140600,14878,170800,
seq_900_2,404550,5492100,202839,1501400,14299992,327400,8535643,148500,8493276,175800,14906,190100,
seq_900_3,404550,5415700,208057,1131400,14318208,217300,8546771,124100,8504690,181200,14915,184400,
seq_900_4,404550,5098100,199569,1153200,14336348,250200,8557380,190700,8514974,162900,15000,207900,
seq_900_5,404550,6231800,210539,1165000,14354470,222900,8568716,130800,8526634,157700,14950,172600,
seq_900_6,404550,6759700,199202,1264400,14372572,233700,8580156,136900,8538262,164900,14871,191100,
seq_900_7,404550,5082600,205676,1691400,14390704,484300,8591070,187400,8548933,175300,14914,201200,
seq_900_8,404550,5162200,210298,1198800,14408762,240900,8601965,136200,8559476,153900,14912,179400,
seq_900_9,404550,5073100,198637,1080500,14426820,227200,8612569,186900,8570974,155900,14934,221600,
seq_900_10,404550,6050500,204913,1173200,14444936,218500,8623337,132100,8581645,145100,14909,172600,
seq_900_11,404550,5412000,205925,1484100,14462998,298400,8633914,128000,8593311,152600,14975,177200,
seq_900_12,404550,5174300,205204,1082000,14481184,212100,8644339,133100,8604296,140300,14927,166200,
seq_900_13,404550,5069000,204036,1231100,14499350,211200,8655921,122900,8615195,177200,14896,167200,
seq_900_14,404550,5109000,202619,1183800,14517476,246800,8666162,140600,8626612,158700,14932,172100,
seq_900_15,404550,5323100,205352,1207600,14535594,234800,8677100,131000,8637589,157100,14931,177900,
seq_900_16,404550,6981500,204749,1432100,14553738,299500,8687207,164100,8647862,271400,14945,198300,
seq_900_17,404550,6398800,200003,1540200,14571896,237100,8697962,126300,8659404,150500,14945,173200,
seq_900_18,404550,5702300,211111,1292400,14589978,235100,8708425,147500,8670176,149600,14905,176600,
seq_900_19,404550,6617300,204194,1172400,14608012,228900,8720236,128400,8681109,150600,14970,175000,
seq_900_20,404550,6731500,207552,1175500,14626130,223400,8730565,121700,8692244,141900,14879,172300,
seq_900_21,404550,5762700,206394,1201300,14644226,237000,8741902,132100,8703376,156400,14838,207600,
seq_900_22,404550,5345300,203868,1696900,14662398,274300,8753735,177600,8715126,153900,14948,216900,
seq_900_23,404550,5262100,200461,1161000,14680508,218000,8765239,127900,8725328,143200,14956,175000,
seq_900_24,404550,5642900,205900,1131800,14698620,219000,8776017,118300,8735391,139400,14998,167700,
seq_900_25,404550,5013600,201652,1237400,14716804,216400,8786538,122100,8746292,142700,14896,173600,
seq_900_26,404550,5878100,199346,1523100,14734936,271400,8796973,155600,8758637,149100,14937,172200,
seq_900_27,404550,5318900,196134,1177000,14753010,239600,8808564,129100,8769741,146200,14896,171600,
seq_900_28,404550,5096600,200900,1104500,14771154,217100,8818805,120900,8780913,152300,14850,171600,
seq_900_29,404550,7222900,214854,1167900,14789212,216800,8829684,151300,8792236,143500,14935,170200,
seq_900_30,404550,5321100,206255,1103600,14807366,227000,8840355,123800,8802621,141000,14959,165400,
seq_900_31,404550,5875100,203252,1124300,14825500,219200,8851150,126600,8813468,144100,14884,171200,
seq_900_32,404550,5401200,200217,1215200,14843708,259900,8862266,130100,8824369,180600,14939,171700,
seq_900_33,404550,5710000,203787,2125400,14861894,451600,8873870,177300,8834705,189400,14898,248400,
seq_900_34,404550,5869000,193910,1059800,14880008,216400,8884457,122100,8844665,135900,14945,385300,
seq_900_35,404550,8337600,206145,2146500,14898156,408800,8895077,132600,8855431,177000,14913,165900,
seq_900_36,404550,5366700,205356,1340300,14916314,356600,8905689,247000,8866021,141300,14898,165800,
seq_900_37,404550,5005700,198946,1086600,14934404,282400,8915321,121900,8876336,144500,14884,172700,
seq_900_38,404550,5055400,204585,1152000,14952510,227600,8925655,121700,8887637,157800,14928,171700,
seq_900_39,404550,5689300,201741,1134200,14970634,351400,8935800,122300,8899088,148200,14902,188300,
seq_900_40,404550,5819800,205606,2469100,14988760,356300,8948401,214200,8911917,181500,14924,166800,
seq_900_41,404550,4882400,204484,1158700,15006840,228400,8959858,282700,8922373,149700,14917,177400,
seq_900_42,404550,4411600,204964,1246100,15024944,273600,8970299,111100,8934369,138800,14910,156600,
seq_900_43,404550,5091200,209013,1104700,15043080,226700,8980457,117200,8945362,140100,14907,165600,
seq_900_44,404550,5337400,199018,1089000,15061138,241500,8991250,159000,8957432,160000,14893,165500,
seq_900_45,404550,5042300,206286,1025000,15079306,194900,9002418,116800,8968320,133100,14929,156500,
seq_900_46,404550,5005800,202803,1069700,15097400,224900,9012740,117700,8978794,142900,14893,166400,
seq_900_47,404550,5045500,199864,1046700,15115500,197000,9024629,116400,8989762,145900,14955,166300,
seq_900_48,404550,6194700,205406,1208600,15133598,237700,9036882,129800,9000150,153800,14924,184800,
seq_900_49,404550,5055100,197799,1550700,15151764,213000,9048491,131400,9011631,149300,14936,204900,
seq_900_50,404550,5353400,198478,1269600,15169926,219900,9058959,117200,9022336,141900,14946,166400,
seq_900_51,404550,4999700,202097,1115400,15188018,220900,9069364,114500,9032780,142800,14928,166100,
seq_900_52,404550,5022300,207992,1220300,15206124,219000,9079583,119300,9043698,147600,14909,175700,
seq_900_53,404550,6083800,200067,1059600,15224236,218100,9090050,119400,9055174,141300,14916,166100,
seq_900_54,404550,5097100,204768,2322200,15242374,368900,9100616,187700,9066698,188900,14891,247500,
seq_900_55,404550,4942000,197891,1044600,15260526,209000,9111291,121500,9077773,147800,14961,169700,
seq_900_56,404550,4784700,203685,1169600,15278652,242500,9121170,121300,9088166,143900,14919,174100,
seq_900_57,404550,5384300,201254,1059900,15296732,212100,9132500,124500,9099323,174700,14907,181300,
seq_900_58,404550,6039700,197469,1609400,15314924,198500,9143381,155400,9109672,130800,14908,156800,
seq_900_59,404550,5015100,204582,1550700,15333026,226600,9154408,118900,9121662,137200,14953,166200,
seq_900_60,404550,4936400,205513,1117300,15351130,264600,9165118,117900,9131394,137000,14961,167900,
seq_900_61,404550,5039200,199612,1086600,15369212,216200,9175635,122800,9141553,135000,14907,204200,
seq_900_62,404550,5431500,202357,1092700,15387354,199500,9186413,112200,9151921,133500,14888,155400,
seq_900_63,404550,4701300,205551,1249300,15405434,234600,9197170,122400,9163378,145800,14871,170400,
seq_900_64,404550,5009700,203917,1050400,15423580,200200,9208548,115100,9174029,137400,14929,160000,
seq_900_65,404550,4854500,205982,1112200,15441662,197900,9219976,120800,9184361,131700,14918,156200,
seq_900_66,404550,5780000,201055,1218700,15459758,221200,9230346,119000,9195809,144100,14908,254400,
seq_900_67,404550,5211400,207694,1364500,15477866,250700,9241465,129400,9207802,172000,14927,173100,
seq_900_68,404550,5195500,205778,1202200,15495970,208900,9252125,121800,9219166,145200,14925,165800,
seq_900_69,404550,5452400,200576,1056700,15514062,230100,9263361,123700,9230373,142700,14916,168300,
seq_900_70,404550,5249700,209976,1106100,15532156,211000,9274666,123200,9240694,139700,14938,166100,
seq_900_71,404550,5677600,201200,1061500,15550268,208900,9285040,119800,9251151,212800,14936,166800,
seq_900_72,404550,5116000,199761,1526000,15568352,248600,9295066,122700,9261572,146200,14930,170800,
seq_900_73,404550,5022800,198671,1064800,15586502,209800,9306452,123500,9273554,210100,14951,181600,
seq_900_74,404550,5120900,201882,1066300,15604582,208500,9316906,115200,9284253,140000,14912,165400,
seq_900_75,404550,5682900,205674,1119200,15622656,221900,9327633,118700,9294934,140200,14931,166800,
seq_900_76,404550,5283300,198465,1721200,15640702,386200,9337852,157600,9306298,222800,14949,260100,
seq_900_77,404550,5520000,208956,1386000,15658798,376200,9348055,274700,9317001,179300,14889,209200,
seq_900_78,404550,4926900,204615,1079100,15676944,209700,9359570,124700,9327340,139900,14916,166200,
seq_900_79,404550,4956700,192408,955500,15695048,205400,9370098,112000,9337456,129900,14961,156700,
seq_900_80,404550,5157500,204760,1052700,15713158,262500,9382173,190900,9348534,233000,14896,165300,
seq_900_81,404550,5205200,204567,1810900,15731252,281600,9394099,176800,9358853,185700,14976,225700,
seq_900_82,404550,4687500,200588,1089500,15749380,221900,9405074,120200,9370880,149600,14962,167100,
seq_900_83,404550,4922700,208153,1133300,15767498,208900,9416830,160300,9382281,150800,14925,158300,
seq_900_84,404550,6120100,204047,1386200,15785616,369700,9427303,233400,9392909,285000,14914,304600,
seq_900_85,404550,5170200,198859,1193300,15803748,238600,9438053,120400,9403949,147400,14895,172700,
seq_900_86,404550,5143700,209981,1329400,15821914,582100,9448473,271900,9414819,263900,14910,194900,
seq_900_87,404550,5227000,207895,1171100,15840034,209700,9460788,124200,9426143,137400,14927,164800,
seq_900_88,404550,4899400,200768,1057200,15858192,228600,9471598,149300,9436680,139600,14940,165400,
seq_900_89,404550,5205700,205771,1169800,15876306,232600,9482356,152600,9446607,139700,14912,206300,
seq_900_90,404550,5644500,201440,1222900,15894446,215900,9493046,115000,9457250,142600,14904,166700,
seq_900_91,404550,4931200,195899,1156100,15912562,231400,9503346,264800,9467650,274600,14949,223700,
seq_900_92,404550,5571800,209179,1135900,15930664,216000,9514387,121400,9478770,137900,14950,168400,
seq_900_93,404550,5851700,205046,1143900,15948804,217300,9526573,124000,9489570,143000,14950,238500,
seq_900_94,404550,5418800,206089,1206900,15966840,209100,9538021,124200,9501573,243300,14922,165900,
seq_900_95,404550,5543800,197669,1117000,15984940,271500,9548555,163700,9513354,135100,14937,156000,
seq_900_96,404550,5006400,206029,1132500,16003056,287600,9559522,123100,9524200,139900,14924,166100,
seq_900_97,404550,5451300,203303,1128800,16021200,210200,9570300,122400,9535411,140000,14955,166600,
seq_900_98,404550,5643600,202825,1102600,16039286,229900,9581072,127400,9547475,224700,14939,214000,
seq_900_99,404550,5142000,197726,1104800,16057426,210300,9591848,118100,9558523,145100,14932,204100,
seq_950_0,450775,6290800,222794,1265800,16076708,207800,9603283,114400,9571201,149500,15935,166800,
seq_950_1,450775,5543000,222639,1211100,16096008,253900,9614968,132300,9582649,149500,15892,175500,
seq_950_2,450775,5497000,220563,1287000,16115290,226700,9626185,129800,9594315,151600,15912,177100,
seq_950_3,450775,6793300,227207,1358100,16134550,304500,9638247,121700,9606665,140000,15927,166900,
seq_950_4,450775,6059300,223763,1110000,16153776,231300,9649261,122300,9618636,142900,15901,167100,
seq_950_5,450775,7524400,225799,1188200,16173046,222200,9662085,137700,9631931,166500,15873,175600,
seq_950_6,450775,6264500,217961,1203500,16192260,246500,9673410,119700,9644245,148800,15869,165700,
seq_950_7,450775,6272900,225371,1363100,16211526,237700,9684264,201300,9656266,201400,15912,219500,
seq_950_8,450775,5654800,233194,1567800,16230764,239900,9695081,143400,9667827,164000,15894,193500,
seq_950_9,450775,5792700,225526,1231500,16249968,228800,9706049,133500,9679148,201000,15885,258700,
seq_950_10,450775,7857600,233146,2747100,16269216,443700,9717260,220400,9690200,364500,15883,231100,
seq_950_11,450775,5507400,224714,1114100,16288498,209800,9728033,116200,9702755,143200,15903,167100,
seq_950_12,450775,5535500,220535,1159800,16307746,230800,9740235,131200,9715101,157200,15855,177800,
seq_950_13,450775,5970700,218896,1295600,16326990,308200,9750840,124800,9726838,151300,15951,177700,
seq_950_14,450775,5655100,222541,1306600,16346246,223200,9762494,131400,9737156,148500,15862,217900,
seq_950_15,450775,6041500,220125,1160700,16365490,228000,9774949,127400,9748455,155900,15890,176800,
seq_950_16,450775,5446300,227301,1197400,16384728,219400,9787109,129400,9760875,166000,15858,176200,
seq_950_17,450775,5442800,232579,1262400,16403986,236900,9798230,125000,9771882,151200,15893,181900,
seq_950_18,450775,6369000,220920,1220800,16423210,273700,9809723,126500,9783365,147700,15894,176700,
seq_950_19,450775,6102400,226476,1205400,16442488,221200,9822026,133900,9794581,146800,15858,176600,
seq_950_20,450775,6168600,222855,1257200,16461694,227900,9833310,147600,9806038,154400,15888,176300,
seq_950_21,450775,6182600,226257,1388200,16480924,351500,9845165,164200,9817231,155000,15873,176500,
seq_950_22,450775,5840900,224292,1222800,16500206,220400,9857122,129100,9829086,154000,15928,176800,
seq_950_23,450775,5953400,228014,1439000,16519482,247200,9869005,132200,9839891,150200,15884,182800,
seq_950_24,450775,5474800,226027,1261800,16538782,230200,9880258,133600,9851307,147100,15888,177500,
seq_950_25,450775,5599900,224327,1180100,16558038,262100,9891478,130300,9863617,146300,15908,177400,
seq_950_26,450775,6085100,218254,1238800,16577264,229100,9902978,128800,9875568,151800,15864,176300,
seq_950_27,450775,5960300,223540,1348000,16596478,230200,9914029,123800,9886913,150500,15879,177600,
seq_950_28,450775,6132400,225049,1754400,16615744,224300,9925966,136100,9897914,151400,15929,178100,
seq_950_29,450775,5433100,226273,1586400,16635036,367500,9937939,240200,9909148,152500,15828,182100,
seq_950_30,450775,5630500,229873,1246600,16654262,220500,9948841,159900,9919975,142400,15898,166400,
seq_950_31,450775,5842400,234020,1247900,16673524,210200,9960708,121300,9930900,137200,15840,165200,
seq_950_32,450775,5421800,228826,1304900,16692766,240500,9972407,131400,9942292,147900,15869,177100,
seq_950_33,450775,5722100,225976,1311800,16711986,224000,9985183,136100,9954791,154900,15884,175500,
seq_950_34,450775,5715200,218547,1355200,16731240,260000,9997174,142000,9966334,192300,15939,261600,
seq_950_35,450775,5560400,241854,1329600,16750454,241700,10008152,124900,9978752,162300,15831,175800,
seq_950_36,450775,6258000,220192,1258100,16769690,241900,10018996,147900,9990959,160000,15860,181800,
seq_950_37,450775,5600400,222823,1917200,16788962,222600,10030280,253000,10002287,150500,15898,177500,
seq_950_38,450775,5739800,226788,1195500,16808258,242100,10042908,128400,10014746,155800,15843,175900,
seq_950_39,450775,6296800,226867,1234800,16827494,229300,10054194,133200,10025816,154100,15881,181800,
seq_950_40,450775,7315200,228515,1203100,16846752,222100,10065049,129700,10036438,146200,15876,177400,
seq_950_41,450775,6360800,224962,1201200,16866028,300400,10077936,144200,10047952,189600,15873,212200,
seq_950_42,450775,5537400,231149,1403100,16885298,228900,10089267,138100,10059741,148100,15863,182100,
seq_950_43,450775,5624000,221728,1184000,16904542,308500,10100570,122400,10070943,149300,15925,178300,
seq_950_44,450775,5358200,217262,1143600,16923830,233900,10112119,124300,10081503,145100,15896,214500,
seq_950_45,450775,5650900,227604,1343200,16943110,219400,10124870,129000,10093632,208100,15889,175700,
seq_950_46,450775,5756700,225493,1294300,16962320,230300,10137039,127300,10105140,150700,15892,179600,
seq_950_47,450775,5877000,219415,1262400,16981586,225900,10148266,127000,10116774,150600,15866,176500,
seq_950_48,450775,5298600,236787,2001800,17000858,283800,10159497,179200,10128795,149800,15892,177200,
seq_950_49,450775,5527000,225233,1185900,17020186,225400,10170287,126400,10139798,331000,15891,271000,
seq_950_50,450775,5692600,226379,1158500,17039484,207700,10181867,120700,10150882,139400,15855,166800,
seq_950_51,450775,6040900,228626,1270900,17058796,342200,10193177,148700,10161940,150300,15934,177100,
seq_950_52,450775,5720300,223228,1320900,17078072,228900,10204601,125300,10174082,155600,15841,217300,
seq_950_53,450775,7093500,223255,1291100,17097294,223400,10215748,131300,10186696,153100,15913,177600,
seq_950_54,450775,5973900,217949,1276400,17116574,275700,10227197,127800,10200352,172800,15936,178500,
seq_950_55,450775,6190400,223951,1232900,17135826,295600,10238461,179100,10212773,201200,15831,194400,
seq_950_56,450775,5737000,220871,1402700,17155162,219600,10249533,194600,10224174,150600,15883,214800,
seq_950_57,450775,5363600,225467,1186700,17174390,237700,10260162,124700,10235298,151900,15919,176800,
seq_950_58,450775,5293900,221908,1155000,17193744,268800,10271304,124600,10246703,147000,15913,179000,
seq_950_59,450775,6183000,227338,1320900,17212944,223800,10284263,132700,10258014,224800,15836,176600,
seq_950_60,450775,6260700,229274,1221000,17232198,218400,10296058,122100,10269102,137500,15871,166000,
seq_950_61,450775,5672000,226603,2348200,17251410,484200,10306962,194900,10280000,222100,15861,319600,
seq_950_62,450775,5392800,221417,1181800,17270624,373200,10317559,144300,10291250,149400,15867,176300,
seq_950_63,450775,5672400,233342,1314400,17289856,241400,10330217,132100,10303560,150800,15914,176800,
seq_950_64,450775,5518300,237463,1247600,17309150,221000,10342138,130900,10315457,155400,15840,176800,
seq_950_65,450775,5821000,221178,1243000,17328354,220700,10353200,126200,10326904,155200,15858,176100,
seq_950_66,450775,5556200,220480,1207200,17347582,286100,10364372,141000,10338846,154700,15844,176400,
seq_950_67,450775,5593600,226542,1526600,17366842,272500,10376158,128700,10351355,272200,15883,196000,
seq_950_68,450775,5497300,227100,1201000,17386124,205800,10387983,123900,10362327,140500,15892,284800,
seq_950_69,450775,5693300,232567,1418200,17405398,243200,10399874,126700,10374789,163300,15871,175400,
seq_950_70,450775,5650900,230561,1273600,17424668,221900,10412492,133400,10386120,151900,15930,177300,
seq_950_71,450775,5875200,222534,1177700,17443898,224800,10424531,125000,10397400,150200,15898,251300,
seq_950_72,450775,6644300,221772,1202500,17463226,240700,10435609,127500,10408909,149000,15888,214900,
seq_950_73,450775,6216800,227224,1244900,17482478,221500,10446875,130500,10420727,158300,15856,176600,
seq_950_74,450775,5730400,226620,1776600,17501774,320800,10457822,142000,10432681,160700,15877,234300,
seq_950_75,450775,5458600,229615,1308300,17521050,245100,10469979,135900,10443812,154300,15855,181700,
seq_950_76,450775,5621100,215801,1252200,17540344,221400,10480586,130400,10454689,154600,15924,182700,
seq_950_77,450775,5579300,218934,1152500,17559630,222600,10492198,126800,10465885,146700,15861,177300,
seq_950_78,450775,5732900,228825,1298900,17578838,238200,10504401,129800,10477125,151100,15944,177000,
seq_950_79,450775,5501200,229402,1209300,17598122,222000,10515581,124100,10489071,147000,15875,250400,
seq_950_80,450775,5396000,228019,1287000,17617332,364600,10527180,128900,10500155,149200,15916,177400,
seq_950_81,450775,5184800,223781,1111600,17636578,208200,10538795,121900,10511284,140200,15932,167900,
seq_950_82,450775,5893200,219512,1145500,17655906,208800,10550311,119800,10523342,151600,15895,167200,
seq_950_83,450775,5815800,226930,1311200,17675140,228100,10561524,163300,10534748,145700,15884,176000,
